year,state_county,inctot,mortamt1,sex,age,ftotinc,foodstmp_1,foodstmp_2,foodstmp_All,foodstmp_1_freq,foodstmp_2_freq,sex_1,sex_2,sex_All,sex_2_freq,sex_1_freq,marst_1,marst_2,marst_3,marst_4,marst_5,marst_6,marst_All,marst_5_freq,marst_6_freq,marst_1_freq,marst_4_freq,marst_3_freq,marst_2_freq,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_All,race_1_freq,race_2_freq,race_7_freq,race_8_freq,race_5_freq,race_6_freq,race_3_freq,race_4_freq,race_9_freq,ctz_stat_1,ctz_stat_2,ctz_stat_3,ctz_stat_All,ctz_stat_1_freq,ctz_stat_3_freq,ctz_stat_2_freq,lang_1,lang_2,lang_All,lang_1_freq,lang_2_freq,educ_attain_1.0,educ_attain_2.0,educ_attain_3.0,educ_attain_4.0,educ_attain_All,educ_attain_2.0_freq,educ_attain_1.0_freq,educ_attain_3.0_freq,educ_attain_4.0_freq,empstat_1.0,empstat_2.0,empstat_3.0,empstat_All,empstat_1.0_freq,empstat_3.0_freq,empstat_2.0_freq,state_po,county_name,democrat,green,liberitarian,other,republican,winner
2008,1000,22523.9,591.8,22199,47,44879.5,20121,2078,22199,90.6,9.4,10342,11857,22199,53.4,46.6,12513,392,570,2743,2116,3865,22199,9.5,17.4,56.4,12.4,2.6,1.8,17092,4431,144,27,16,112,138,226,13,22199,77,20,0.6,1,0.1,0.5,0.6,0.1,0.1,21544,226,429,22199,97,1.9,1,21410,789,22199,96.4,3.6,11831,8963,1300,105,22199,40.4,53.3,5.9,0.5,12182,789,9228,22199,54.9,41.6,3.6,,,,,,,,
2008,1003,27222.4,902.2,1120,48.6,53308.6,1055,65,1120,94.2,5.8,532,588,1120,52.5,47.5,710,18,15,148,93,136,1120,8.3,12.1,63.4,13.2,1.3,1.6,1020,73,6,1,0,7,5,6,2,1120,91.1,6.5,0.4,0.5,0,0.6,0.5,0.1,0.2,1087,18,15,1120,97.1,1.3,1.6,1087,33,1120,97.1,2.9,440,580,94,6,1120,51.8,39.3,8.4,0.5,606,27,487,1120,54.1,43.5,2.4,AL,BALDWIN,19386,0,0,756,61271,1
2012,1003,24059.7,753.5,1075,49.5,46878.3,979,96,1075,91.1,8.9,521,554,1075,51.5,48.5,648,22,19,119,82,185,1075,7.6,17.2,60.3,11.1,1.8,2,969,82,5,0,0,5,5,9,0,1075,90.1,7.6,0.5,0.8,0,0.5,0.5,0,0,1043,10,22,1075,97,2,0.9,1031,44,1075,95.9,4.1,421,548,91,15,1075,51,39.2,8.5,1.4,552,57,466,1075,51.3,43.3,5.3,AL,BALDWIN,18424,0,0,898,66016,1
2016,1003,29012.5,753.4,1129,50.2,58238,1040,89,1129,92.1,7.9,528,601,1129,53.2,46.8,662,26,10,151,96,184,1129,8.5,16.3,58.6,13.4,0.9,2.3,1018,75,8,3,2,1,6,16,0,1129,90.2,6.6,0.5,1.4,0.2,0.1,0.7,0.3,0,1104,15,10,1129,97.8,0.9,1.3,1106,23,1129,98,2,412,569,139,9,1129,50.4,36.5,12.3,0.8,580,16,533,1129,51.4,47.2,1.4,AL,BALDWIN,18458,0,0,3874,72883,1
2020,1003,30231.5,768.1,932,51.8,65765.1,873,59,932,93.7,6.3,451,481,932,51.6,48.4,570,26,13,86,89,148,932,9.5,15.9,61.2,9.2,1.4,2.8,810,64,1,1,1,4,12,38,1,932,86.9,6.9,1.3,4.1,0.1,0.4,0.1,0.1,0.1,904,19,9,932,97,1,2,904,28,932,97,3,353,465,99,15,932,49.9,37.9,10.6,1.6,443,13,476,932,47.5,51.1,1.4,AL,BALDWIN,24578,0,0,1557,83544,1
2008,1015,20951.6,551.7,887,47.1,39712.5,790,97,887,89.1,10.9,401,486,887,54.8,45.2,483,25,27,102,77,173,887,8.7,19.5,54.5,11.5,3,2.8,714,152,3,2,1,6,1,8,0,887,80.5,17.1,0.1,0.9,0.1,0.7,0.3,0.2,0,863,11,13,887,97.3,1.5,1.2,846,41,887,95.4,4.6,467,365,44,11,887,41.1,52.6,5,1.2,482,40,365,887,54.3,41.1,4.5,AL,CALHOUN,16334,0,0,560,32348,1
2012,1015,18614.4,515.3,852,47.2,39665.4,682,170,852,80,20,404,448,852,52.6,47.4,448,8,20,116,72,188,852,8.5,22.1,52.6,13.6,2.3,0.9,649,179,5,0,1,6,0,12,0,852,76.2,21,0,1.4,0.1,0.7,0.6,0,0,837,7,8,852,98.2,0.9,0.8,830,22,852,97.4,2.6,441,363,44,4,852,42.6,51.8,5.2,0.5,394,64,394,852,46.2,46.2,7.5,AL,CALHOUN,15511,0,0,468,30278,1
2016,1015,19852.5,495.9,845,47.9,43191.2,727,118,845,86,14,397,448,845,53,47,422,10,30,86,80,217,845,9.5,25.7,49.9,10.2,3.6,1.2,651,164,5,3,0,5,2,15,0,845,77,19.4,0.2,1.8,0,0.6,0.6,0.4,0,822,7,16,845,97.3,1.9,0.8,824,21,845,97.5,2.5,436,351,51,7,845,41.5,51.6,6,0.8,413,40,392,845,48.9,46.4,4.7,AL,CALHOUN,13242,0,0,1757,32865,1
2020,1015,19634.8,484.2,659,45.3,43477.4,555,104,659,84.2,15.8,290,369,659,56,44,296,18,22,82,58,183,659,8.8,27.8,44.9,12.4,3.3,2.7,480,112,2,1,0,11,7,43,3,659,72.8,17,1.1,6.5,0,1.7,0.3,0.2,0.5,641,12,6,659,97.3,0.9,1.8,636,23,659,96.5,3.5,327,275,52,5,659,41.7,49.6,7.9,0.8,309,36,314,659,46.9,47.6,5.5,AL,CALHOUN,15216,0,0,666,35101,1
2008,2000,28443.2,864.7,3186,42.8,60503.4,2750,436,3186,86.3,13.7,1688,1498,3186,47,53,1651,111,57,366,142,859,3186,4.5,27,51.8,11.5,1.8,3.5,2004,26,885,1,9,83,26,151,1,3186,62.9,0.8,0.8,4.7,0.3,2.6,27.8,0,0,3030,79,77,3186,95.1,2.4,2.5,2535,651,3186,79.6,20.4,1433,1531,197,25,3186,48.1,45,6.2,0.8,2031,204,951,3186,63.7,29.8,6.4,,,,,,,,
2008,1055,24017.6,658.6,865,48.2,47650,815,50,865,94.2,5.8,393,472,865,54.6,45.4,527,14,13,101,91,119,865,10.5,13.8,60.9,11.7,1.5,1.6,740,100,2,1,0,6,0,14,2,865,85.5,11.6,0,1.6,0,0.7,0.2,0.1,0.2,853,4,8,865,98.6,0.9,0.5,848,17,865,98,2,403,392,68,2,865,45.3,46.6,7.9,0.2,435,25,405,865,50.3,46.8,2.9,AL,ETOWAH,13497,0,0,645,30595,1
2008,4000,20395.4,760.4,7654,47.8,42735.9,6691,963,7654,87.4,12.6,3850,3804,7654,49.7,50.3,4166,245,145,940,584,1574,7654,7.6,20.6,54.4,12.3,1.9,3.2,5705,152,1192,5,7,65,379,141,8,7654,74.5,2,5,1.8,0.1,0.8,15.6,0.1,0.1,6917,315,422,7654,90.4,5.5,4.1,5362,2292,7654,70.1,29.9,3854,3410,350,40,7654,44.6,50.4,4.6,0.5,3623,288,3743,7654,47.3,48.9,3.8,,,,,,,,
2012,1055,18478.4,523.1,797,48.6,36892.3,662,135,797,83.1,16.9,378,419,797,52.6,47.4,402,22,18,110,87,158,797,10.9,19.8,50.4,13.8,2.3,2.8,648,129,4,3,0,0,4,9,0,797,81.3,16.2,0.5,1.1,0,0,0.5,0.4,0,782,6,9,797,98.1,1.1,0.8,778,19,797,97.6,2.4,452,305,37,3,797,38.3,56.7,4.6,0.4,354,39,404,797,44.4,50.7,4.9,AL,ETOWAH,12803,0,0,597,29130,1
2016,1055,20467.9,493.9,756,49.6,44170.7,671,85,756,88.8,11.2,354,402,756,53.2,46.8,422,16,13,104,74,127,756,9.8,16.8,55.8,13.8,1.7,2.1,635,100,1,0,0,10,0,10,0,756,84,13.2,0,1.3,0,1.3,0.1,0,0,732,14,10,756,96.8,1.3,1.9,731,25,756,96.7,3.3,380,330,42,4,756,43.7,50.3,5.6,0.5,360,20,376,756,47.6,49.7,2.6,AL,ETOWAH,10442,0,0,1369,32353,1
2020,1055,19265.8,505.4,600,49.6,40778.3,510,90,600,85,15,282,318,600,53,47,314,12,11,78,72,113,600,12,18.8,52.3,13,1.8,2,479,85,1,0,0,3,9,21,2,600,79.8,14.2,1.5,3.5,0,0.5,0.2,0,0.3,581,2,17,600,96.8,2.8,0.3,571,29,600,95.2,4.8,292,268,37,3,600,44.7,48.7,6.2,0.5,293,13,294,600,48.8,49,2.2,AL,ETOWAH,11567,0,0,633,35528,1
2008,1073,28109.5,812.4,4665,47.2,54993.2,4362,303,4665,93.5,6.5,2099,2566,4665,55,45,2348,89,115,572,445,1096,4665,9.5,23.5,50.3,12.3,2.5,1.9,2942,1637,6,4,0,22,20,34,0,4665,63.1,35.1,0.4,0.7,0,0.5,0.1,0.1,0,4547,58,60,4665,97.5,1.3,1.2,4507,158,4665,96.6,3.4,1960,2231,433,41,4665,47.8,42,9.3,0.9,2728,158,1779,4665,58.5,38.1,3.4,AL,JEFFERSON,166121,0,0,2482,149921,0
2012,1073,23650.7,735.3,4431,46.8,50005.8,3738,693,4431,84.4,15.6,2007,2424,4431,54.7,45.3,2042,101,120,618,391,1159,4431,8.8,26.2,46.1,13.9,2.7,2.3,2566,1721,11,21,3,41,34,34,0,4431,57.9,38.8,0.8,0.8,0.1,0.9,0.2,0.5,0,4271,63,97,4431,96.4,2.2,1.4,4223,208,4431,95.3,4.7,1749,2204,414,64,4431,49.7,39.5,9.3,1.4,2351,219,1861,4431,53.1,42,4.9,AL,JEFFERSON,159876,0,0,2359,141683,0
2008,5000,20019.4,530.1,17133,47.5,40867.5,15070,2063,17133,88,12,8090,9043,17133,52.8,47.2,9767,315,403,2086,1662,2900,17133,9.7,16.9,57,12.2,2.4,1.8,14429,2096,102,16,8,97,136,247,2,17133,84.2,12.2,0.8,1.4,0,0.6,0.6,0.1,0,16668,170,295,17133,97.3,1.7,1,16521,612,17133,96.4,3.6,9798,6581,681,73,17133,38.4,57.2,4,0.4,9118,628,7387,17133,53.2,43.1,3.7,,,,,,,,
2016,1073,27767.2,738.2,4538,47.4,56329.8,3935,603,4538,86.7,13.3,2093,2445,4538,53.9,46.1,2119,87,116,620,369,1227,4538,8.1,27,46.7,13.7,2.6,1.9,2644,1725,12,8,3,43,44,54,5,4538,58.3,38,1,1.2,0.1,0.9,0.3,0.2,0.1,4352,67,119,4538,95.9,2.6,1.5,4335,203,4538,95.5,4.5,1691,2318,450,79,4538,51.1,37.3,9.9,1.7,2488,152,1898,4538,54.8,41.8,3.3,AL,JEFFERSON,156873,0,0,12550,134768,0
2020,1073,28664.8,786.3,3793,47.6,62251.4,3286,507,3793,86.6,13.4,1738,2055,3793,54.2,45.8,1698,84,71,517,307,1116,3793,8.1,29.4,44.8,13.6,1.9,2.2,2135,1401,13,14,1,33,46,140,10,3793,56.3,36.9,1.2,3.7,0,0.9,0.3,0.4,0.3,3672,56,65,3793,96.8,1.7,1.5,3636,157,3793,95.9,4.1,1389,1908,434,62,3793,50.3,36.6,11.4,1.6,1992,136,1665,3793,52.5,43.9,3.6,AL,JEFFERSON,181688,0,0,5317,138843,0
2008,1081,24870.4,725.1,1429,40.6,45575,1320,109,1429,92.4,7.6,684,745,1429,52.1,47.9,731,28,24,118,70,458,1429,4.9,32.1,51.2,8.3,1.7,2,1074,300,4,11,1,24,4,8,3,1429,75.2,21,0.3,0.6,0.1,1.7,0.3,0.8,0.2,1349,21,59,1429,94.4,4.1,1.5,1332,97,1429,93.2,6.8,460,762,154,53,1429,53.3,32.2,10.8,3.7,855,55,519,1429,59.8,36.3,3.8,AL,LEE,21498,0,0,597,32230,1
2008,6000,25572.1,1151.1,10857,46.4,51230.1,10253,604,10857,94.4,5.6,5570,5287,10857,48.7,51.3,5822,365,231,1386,796,2257,10857,7.3,20.8,53.6,12.8,2.1,3.4,8744,285,279,46,43,347,763,329,21,10857,80.5,2.6,7,3,0.4,3.2,2.6,0.4,0.2,9060,727,1070,10857,83.4,9.9,6.7,8401,2456,10857,77.4,22.6,4775,5343,652,87,10857,49.2,44,6,0.8,5724,522,4611,10857,52.7,42.5,4.8,,,,,,,,
2012,1081,21140.9,752.6,843,40.8,42638.4,765,78,843,90.7,9.3,407,436,843,51.7,48.3,378,10,18,96,41,300,843,4.9,35.6,44.8,11.4,2.1,1.2,635,170,4,3,0,15,8,8,0,843,75.3,20.2,0.9,0.9,0,1.8,0.5,0.4,0,810,11,22,843,96.1,2.6,1.3,795,48,843,94.3,5.7,281,468,69,25,843,55.5,33.3,8.2,3,450,34,359,843,53.4,42.6,4,AL,LEE,21381,0,0,784,32194,1
2016,1081,21800.6,773.4,921,42,45828,862,59,921,93.6,6.4,470,451,921,49,51,440,13,17,73,49,329,921,5.3,35.7,47.8,7.9,1.8,1.4,699,153,0,16,1,39,3,8,2,921,75.9,16.6,0.3,0.9,0.1,4.2,0,1.7,0.2,848,26,47,921,92.1,5.1,2.8,849,72,921,92.2,7.8,290,508,95,28,921,55.2,31.5,10.3,3,501,26,394,921,54.4,42.8,2.8,AL,LEE,21230,0,0,3344,34617,1
2020,1081,24779.8,712.2,779,43.9,53813.6,729,50,779,93.6,6.4,367,412,779,52.9,47.1,378,24,9,70,33,265,779,4.2,34,48.5,9,1.2,3.1,517,166,3,10,0,26,15,42,0,779,66.4,21.3,1.9,5.4,0,3.3,0.4,1.3,0,724,20,35,779,92.9,4.5,2.6,724,55,779,92.9,7.1,230,427,93,29,779,54.8,29.5,11.9,3.7,419,15,345,779,53.8,44.3,1.9,AL,LEE,27860,0,0,1368,42221,1
2008,1097,24039.4,680.1,2755,46.3,47208.6,2442,313,2755,88.6,11.4,1246,1509,2755,54.8,45.2,1442,49,75,334,233,622,2755,8.5,22.6,52.3,12.1,2.7,1.8,1853,794,21,2,2,42,12,28,1,2755,67.3,28.8,0.4,1,0.1,1.5,0.8,0.1,0,2661,45,49,2755,96.6,1.8,1.6,2634,121,2755,95.6,4.4,1389,1180,162,24,2755,42.8,50.4,5.9,0.9,1606,116,1033,2755,58.3,37.5,4.2,AL,MOBILE,82181,0,0,1194,98049,1
2012,1097,19959.4,675,2803,46.6,43226.8,2211,592,2803,78.9,21.1,1271,1532,2803,54.7,45.3,1269,52,99,392,276,715,2803,9.8,25.5,45.3,14,3.5,1.9,1683,1040,20,1,2,32,8,16,1,2803,60,37.1,0.3,0.6,0.1,1.1,0.7,0,0,2722,31,50,2803,97.1,1.8,1.1,2694,109,2803,96.1,3.9,1366,1219,207,11,2803,43.5,48.7,7.4,0.4,1354,178,1271,2803,48.3,45.3,6.4,AL,MOBILE,78760,0,0,1211,94893,1
2016,1097,23005.9,594.9,2896,47.3,47137.5,2421,475,2896,83.6,16.4,1346,1550,2896,53.5,46.5,1311,57,73,393,250,812,2896,8.6,28,45.3,13.6,2.5,2,1804,979,20,14,1,22,15,39,2,2896,62.3,33.8,0.5,1.3,0,0.8,0.7,0.5,0.1,2805,55,36,2896,96.9,1.2,1.9,2796,100,2896,96.5,3.5,1318,1359,200,19,2896,46.9,45.5,6.9,0.7,1490,98,1308,2896,51.5,45.2,3.4,AL,MOBILE,72186,0,0,5435,95116,1
2020,1097,23721.3,657.7,2310,47.5,49010.9,1948,362,2310,84.3,15.7,1063,1247,2310,54,46,1077,34,47,271,204,677,2310,8.8,29.3,46.6,11.7,2,1.5,1360,792,13,3,0,34,18,85,5,2310,58.9,34.3,0.8,3.7,0,1.5,0.6,0.1,0.2,2232,53,25,2310,96.6,1.1,2.3,2224,86,2310,96.3,3.7,1012,1084,186,28,2310,46.9,43.8,8.1,1.2,1129,68,1113,2310,48.9,48.2,2.9,AL,MOBILE,79474,0,0,2447,101243,1
2008,1117,37369.3,997.7,1435,44.5,76499.6,1380,55,1435,96.2,3.8,681,754,1435,52.5,47.5,982,11,8,129,70,235,1435,4.9,16.4,68.4,9,0.6,0.8,1290,98,5,3,2,10,11,14,2,1435,89.9,6.8,0.8,1,0.1,0.7,0.3,0.2,0.1,1365,13,57,1435,95.1,4,0.9,1363,72,1435,95,5,437,807,174,17,1435,56.2,30.5,12.1,1.2,975,34,426,1435,67.9,29.7,2.4,AL,SHELBY,20625,0,0,958,69060,1
2012,1117,31349.7,870.5,1423,46.4,64180.9,1328,95,1423,93.3,6.7,666,757,1423,53.2,46.8,876,21,20,177,77,252,1423,5.4,17.7,61.6,12.4,1.4,1.5,1228,136,7,5,3,11,25,8,0,1423,86.3,9.6,1.8,0.6,0.2,0.8,0.5,0.4,0,1351,27,45,1423,94.9,3.2,1.9,1324,99,1423,93,7,435,802,163,23,1423,56.4,30.6,11.5,1.6,913,48,462,1423,64.2,32.5,3.4,AL,SHELBY,20051,0,0,1020,71436,1
2016,1117,33499.4,826.2,1544,47.7,67788.8,1492,52,1544,96.6,3.4,740,804,1544,52.1,47.9,988,17,12,156,96,275,1544,6.2,17.8,64,10.1,0.8,1.1,1343,132,4,10,2,13,23,17,0,1544,87,8.5,1.5,1.1,0.1,0.8,0.3,0.6,0,1471,35,38,1544,95.3,2.5,2.3,1448,96,1544,93.8,6.2,444,879,202,19,1544,56.9,28.8,13.1,1.2,968,36,540,1544,62.7,35,2.3,AL,SHELBY,22977,0,0,5257,73020,1
2020,1117,36583.7,799.2,1396,47.7,80174.6,1328,68,1396,95.1,4.9,677,719,1396,51.5,48.5,880,22,21,129,73,271,1396,5.2,19.4,63,9.2,1.5,1.6,1146,136,10,3,0,13,29,55,4,1396,82.1,9.7,2.1,3.9,0,0.9,0.7,0.2,0.3,1336,33,27,1396,95.7,1.9,2.4,1331,65,1396,95.3,4.7,399,792,183,22,1396,56.7,28.6,13.1,1.6,823,31,542,1396,59,38.8,2.2,AL,SHELBY,33268,0,0,1982,79700,1
2008,1125,23463.3,747.7,1367,43.1,45748.4,1299,68,1367,95,5,643,724,1367,53,47,712,17,16,162,98,362,1367,7.2,26.5,52.1,11.9,1.2,1.2,1053,293,4,4,0,5,3,5,0,1367,77,21.4,0.2,0.4,0,0.4,0.3,0.3,0,1329,13,25,1367,97.2,1.8,1,1305,62,1367,95.5,4.5,617,630,102,18,1367,46.1,45.1,7.5,1.3,783,43,541,1367,57.3,39.6,3.1,AL,TUSCALOOSA,32796,0,0,711,45405,1
2008,2020,36608.6,1222.5,1366,42.7,71102.6,1307,59,1366,95.7,4.3,667,699,1366,51.2,48.8,738,34,25,174,43,352,1366,3.1,25.8,54,12.7,1.8,2.5,1007,66,80,8,3,106,20,74,2,1366,73.7,4.8,1.5,5.4,0.2,7.8,5.9,0.6,0.1,1210,102,54,1366,88.6,4,7.5,1174,192,1366,85.9,14.1,448,771,130,17,1366,56.4,32.8,9.5,1.2,969,46,351,1366,70.9,25.7,3.4,AK,DISTRICT 20,2474,0,0,128,2536,1
2012,2020,32872.1,1220.3,989,43.1,72729.4,866,123,989,87.6,12.4,521,468,989,47.3,52.7,456,39,20,117,48,309,989,4.9,31.2,46.1,11.8,2,3.9,728,43,73,8,2,58,11,60,6,989,73.6,4.3,1.1,6.1,0.2,5.9,7.4,0.8,0.6,898,61,30,989,90.8,3,6.2,819,170,989,82.8,17.2,311,552,110,16,989,55.8,31.4,11.1,1.6,662,47,280,989,66.9,28.3,4.8,AK,DISTRICT 20,3081,0,0,339,4544,1
2016,2020,35920.9,1175.9,1137,43.3,76381.7,1052,85,1137,92.5,7.5,558,579,1137,50.9,49.1,534,35,14,129,52,373,1137,4.6,32.8,47,11.3,1.2,3.1,807,39,83,4,3,112,24,57,8,1137,71,3.4,2.1,5,0.3,9.9,7.3,0.4,0.7,1011,88,38,1137,88.9,3.3,7.7,955,182,1137,84,16,342,652,123,20,1137,57.3,30.1,10.8,1.8,755,38,344,1137,66.4,30.3,3.3,AK,DISTRICT 20,4151,0,0,802,2187,0
2020,2020,33610.2,1155.9,1016,45.5,70059.7,954,62,1016,93.9,6.1,523,493,1016,48.5,51.5,452,34,11,129,37,353,1016,3.6,34.7,44.5,12.7,1.1,3.3,661,39,81,9,1,82,32,99,12,1016,65.1,3.8,3.1,9.7,0.1,8.1,8,0.9,1.2,899,72,45,1016,88.5,4.4,7.1,872,144,1016,85.8,14.2,381,510,108,17,1016,50.2,37.5,10.6,1.7,589,38,389,1016,58,38.3,3.7,AK,DISTRICT 20,4881,53,153,27,2383,0
2008,4005,22160.8,991.5,1069,42.4,45262.3,961,108,1069,89.9,10.1,522,547,1069,51.2,48.8,510,33,23,100,57,346,1069,5.3,32.4,47.7,9.4,2.2,3.1,685,11,319,3,1,9,29,12,0,1069,64.1,1,2.7,1.1,0.1,0.8,29.8,0.3,0,1011,18,40,1069,94.6,3.7,1.7,735,334,1069,68.8,31.2,388,578,87,16,1069,54.1,36.3,8.1,1.5,659,45,365,1069,61.6,34.1,4.2,AZ,COCONINO,31433,0,0,725,22186,0
2012,4005,21087.4,868.7,1367,41.7,47895.4,1110,257,1367,81.2,18.8,661,706,1367,51.6,48.4,580,57,30,124,68,508,1367,5,37.2,42.4,9.1,2.2,4.2,739,15,538,2,2,10,37,23,1,1367,54.1,1.1,2.7,1.7,0.1,0.7,39.4,0.1,0.1,1310,27,30,1367,95.8,2.2,2,874,493,1367,63.9,36.1,564,663,116,24,1367,48.5,41.3,8.5,1.8,768,91,508,1367,56.2,37.2,6.7,AZ,COCONINO,29257,0,0,1254,21220,0
2016,4005,19107,863.5,1438,42.4,43541.8,1184,254,1438,82.3,17.7,697,741,1438,51.5,48.5,548,42,24,126,88,610,1438,6.1,42.4,38.1,8.8,1.7,2.9,827,26,513,4,0,17,24,25,2,1438,57.5,1.8,1.7,1.7,0,1.2,35.7,0.3,0.1,1395,23,20,1438,97,1.4,1.6,949,489,1438,66,34,584,698,131,25,1438,48.5,40.6,9.1,1.7,738,88,612,1438,51.3,42.6,6.1,AZ,COCONINO,32404,0,0,6272,21108,0
2020,4005,21669.7,935.7,1059,43.5,50046.5,955,104,1059,90.2,9.8,486,573,1059,54.1,45.9,358,42,17,105,58,479,1059,5.5,45.2,33.8,9.9,1.6,4,625,18,282,6,1,19,71,35,2,1059,59,1.7,6.7,3.3,0.1,1.8,26.6,0.6,0.2,1007,24,28,1059,95.1,2.6,2.3,771,288,1059,72.8,27.2,382,543,111,23,1059,51.3,36.1,10.5,2.2,505,39,515,1059,47.7,48.6,3.7,AZ,COCONINO,44698,0,1522,0,27052,0
2008,4013,31109.5,1092.6,26986,45.2,57731.2,25200,1786,26986,93.4,6.6,12965,14021,26986,52,48,15136,509,415,3152,1551,6223,26986,5.7,23.1,56.1,11.7,1.5,1.9,22843,938,432,184,53,705,1392,421,18,26986,84.6,3.5,5.2,1.6,0.2,2.6,1.6,0.7,0.1,22350,1667,2969,26986,82.8,11,6.2,20825,6161,26986,77.2,22.8,9944,14321,2484,237,26986,53.1,36.8,9.2,0.9,17147,887,8952,26986,63.5,33.2,3.3,AZ,MARICOPA,602166,0,0,16348,746448,1
2012,4013,26557.7,876.2,28880,46,51503.7,25075,3805,28880,86.8,13.2,13876,15004,28880,52,48,14833,614,471,3677,1835,7450,28880,6.4,25.8,51.4,12.7,1.6,2.1,24131,1260,493,215,49,866,1301,519,46,28880,83.6,4.4,4.5,1.8,0.2,3,1.7,0.7,0.2,24004,2079,2797,28880,83.1,9.7,7.2,22072,6808,28880,76.4,23.6,10567,15213,2799,301,28880,52.7,36.6,9.7,1,16281,1427,11172,28880,56.4,38.7,4.9,AZ,MARICOPA,602288,0,0,24385,749885,1
2016,4013,29213.9,872.2,31261,46.7,57396.4,27840,3421,31261,89.1,10.9,15150,16111,31261,51.5,48.5,15972,691,445,3985,1890,8278,31261,6,26.5,51.1,12.7,1.4,2.2,25227,1380,519,262,67,1061,1999,663,83,31261,80.7,4.4,6.4,2.1,0.2,3.4,1.7,0.8,0.3,26055,2389,2817,31261,83.3,9,7.6,24134,7127,31261,77.2,22.8,10770,16889,3221,381,31261,54,34.5,10.3,1.2,18374,987,11900,31261,58.8,38.1,3.2,AZ,MARICOPA,702907,0,0,117566,747361,1
2020,4013,31666.2,939.3,25508,46.9,63667.4,23539,1969,25508,92.3,7.7,12358,13150,25508,51.6,48.4,12890,570,345,3030,1499,7174,25508,5.9,28.1,50.5,11.9,1.4,2.2,17579,1124,512,242,46,878,2106,2877,144,25508,68.9,4.4,8.3,11.3,0.2,3.4,2,0.9,0.6,21654,2050,1804,25508,84.9,7.1,8,19935,5573,25508,78.2,21.8,8221,13853,3075,359,25508,54.3,32.2,12.1,1.4,14481,768,10259,25508,56.8,40.2,3,AZ,MARICOPA,1040774,0,31705,0,995665,0
2008,4019,27762.8,944.5,7731,47.1,50733.7,7105,626,7731,91.9,8.1,3631,4100,7731,53,47,4045,156,123,1025,548,1834,7731,7.1,23.7,52.3,13.3,1.6,2,6442,228,224,56,21,134,465,156,5,7731,83.3,2.9,6,2,0.3,1.7,2.9,0.7,0.1,6675,514,542,7731,86.3,7,6.6,5814,1917,7731,75.2,24.8,2704,4095,780,152,7731,53,35,10.1,2,4597,270,2864,7731,59.5,37,3.5,AZ,PIMA,206254,0,0,4768,182406,0
2012,4019,23803,808.5,7909,47.7,45462.9,6673,1236,7909,84.4,15.6,3817,4092,7909,51.7,48.3,3924,152,138,1047,565,2083,7909,7.1,26.3,49.6,13.2,1.7,1.9,6443,238,272,48,22,152,537,172,25,7909,81.5,3,6.8,2.2,0.3,1.9,3.4,0.6,0.3,6811,547,551,7909,86.1,7,6.9,5789,2120,7909,73.2,26.8,2737,4256,785,131,7909,53.8,34.6,9.9,1.7,4041,397,3471,7909,51.1,43.9,5,AZ,PIMA,201251,0,0,6220,174779,0
2016,4019,25045.6,769.6,8299,48.2,48096.4,7195,1104,8299,86.7,13.3,4048,4251,8299,51.2,48.8,4012,182,157,1127,542,2279,8299,6.5,27.5,48.3,13.6,1.9,2.2,6667,262,326,77,19,165,534,218,31,8299,80.3,3.2,6.4,2.6,0.2,2,3.9,0.9,0.4,7148,617,534,8299,86.1,6.4,7.4,6295,2004,8299,75.9,24.1,2819,4367,934,179,8299,52.6,34,11.3,2.2,4267,341,3691,8299,51.4,44.5,4.1,AZ,PIMA,224661,0,0,29551,167428,0
2020,4019,26983.3,798,6736,48.8,52593.1,5964,772,6736,88.5,11.5,3287,3449,6736,51.2,48.8,3086,194,99,968,429,1960,6736,6.4,29.1,45.8,14.4,1.5,2.9,4564,223,295,53,11,121,641,786,42,6736,67.8,3.3,9.5,11.7,0.2,1.8,4.4,0.8,0.6,5934,482,320,6736,88.1,4.8,7.2,5166,1570,6736,76.7,23.3,2053,3642,871,170,6736,54.1,30.5,12.9,2.5,3323,221,3192,6736,49.3,47.4,3.3,AZ,PIMA,304981,0,7658,0,207758,0
2008,4025,25375.1,938.5,1618,51.1,46290.1,1503,115,1618,92.9,7.1,758,860,1618,53.2,46.8,926,24,22,244,153,249,1618,9.5,15.4,57.2,15.1,1.4,1.5,1493,6,38,1,1,5,45,27,2,1618,92.3,0.4,2.8,1.7,0.1,0.3,2.3,0.1,0.1,1504,54,60,1618,93,3.7,3.3,1459,159,1618,90.2,9.8,619,853,118,28,1618,52.7,38.3,7.3,1.7,833,56,729,1618,51.5,45.1,3.5,AZ,YAVAPAI,36889,0,0,1567,61192,1
2012,4025,22090,742,1491,54.3,42091,1271,220,1491,85.2,14.8,733,758,1491,50.8,49.2,826,38,23,233,120,251,1491,8,16.8,55.4,15.6,1.5,2.5,1342,15,64,0,1,12,27,28,2,1491,90,1,1.8,1.9,0.1,0.8,4.3,0,0.1,1370,62,59,1491,91.9,4,4.2,1350,141,1491,90.5,9.5,572,785,120,14,1491,52.6,38.4,8,0.9,649,82,760,1491,43.5,51,5.5,AZ,YAVAPAI,33918,0,0,1897,64468,1
