year,state_county,inctot,mortamt1,sex,age,ftotinc,foodstmp_1,foodstmp_2,foodstmp_All,foodstmp_1_freq,foodstmp_2_freq,sex_1,sex_2,sex_All,sex_2_freq,sex_1_freq,marst_1,marst_2,marst_3,marst_4,marst_5,marst_6,marst_All,marst_5_freq,marst_6_freq,marst_1_freq,marst_4_freq,marst_3_freq,marst_2_freq,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_All,race_1_freq,race_2_freq,race_7_freq,race_8_freq,race_5_freq,race_6_freq,race_3_freq,race_4_freq,race_9_freq,ctz_stat_1,ctz_stat_2,ctz_stat_3,ctz_stat_All,ctz_stat_1_freq,ctz_stat_3_freq,ctz_stat_2_freq,lang_1,lang_2,lang_All,lang_1_freq,lang_2_freq,educ_attain_1.0,educ_attain_2.0,educ_attain_3.0,educ_attain_4.0,educ_attain_All,educ_attain_2.0_freq,educ_attain_1.0_freq,educ_attain_3.0_freq,educ_attain_4.0_freq,empstat_1.0,empstat_2.0,empstat_3.0,empstat_All,empstat_1.0_freq,empstat_3.0_freq,empstat_2.0_freq,state_po,county_name,democrat,green,liberitarian,other,republican,winner
2019,48355,24998.4,804.3,2708,46.7,51249.3,2307,401,2708,85.2,14.8,1319,1389,2708,51.3,48.7,1330,86,53,379,192,668,2708,7.1,24.7,49.1,14,2,3.2,2442,95,9,7,2,32,86,33,2,2708,90.2,3.5,3.2,1.2,0.1,1.2,0.3,0.3,0.1,2442,136,130,2708,90.2,4.8,5,1731,977,2708,63.9,36.1,1179,1277,223,29,2708,47.2,43.5,8.2,1.1,1555,84,1069,2708,57.4,39.5,3.1,,,,,,,,
2019,48367,34235,966,1252,48.8,67291.6,1195,57,1252,95.4,4.6,604,648,1252,51.8,48.2,824,26,3,136,90,173,1252,7.2,13.8,65.8,10.9,0.2,2.1,1184,12,7,0,1,11,21,16,0,1252,94.6,1,1.7,1.3,0.1,0.9,0.6,0,0,1185,35,32,1252,94.6,2.6,2.8,1177,75,1252,94,6,424,691,124,13,1252,55.2,33.9,9.9,1,743,20,489,1252,59.3,39.1,1.6,,,,,,,,
2019,48375,19907.5,635.3,1078,46,38755.3,975,103,1078,90.4,9.6,554,524,1078,48.6,51.4,482,40,25,178,83,270,1078,7.7,25,44.7,16.5,2.3,3.7,879,90,12,1,0,33,36,26,1,1078,81.5,8.3,3.3,2.4,0,3.1,1.1,0.1,0.1,945,51,82,1078,87.7,7.6,4.7,806,272,1078,74.8,25.2,566,458,49,5,1078,42.5,52.5,4.5,0.5,538,21,519,1078,49.9,48.1,1.9,,,,,,,,
2019,48381,31890,889.3,1273,46.6,65125.8,1217,56,1273,95.6,4.4,600,673,1273,52.9,47.1,791,29,12,114,76,251,1273,6,19.7,62.1,9,0.9,2.3,1168,32,5,4,0,26,22,14,2,1273,91.8,2.5,1.7,1.1,0,2,0.4,0.3,0.2,1207,32,34,1273,94.8,2.7,2.5,1153,120,1273,90.6,9.4,375,755,125,18,1273,59.3,29.5,9.8,1.4,817,20,436,1273,64.2,34.2,1.6,,,,,,,,
2019,48423,26264.5,778.7,1672,47.7,52219.3,1540,132,1672,92.1,7.9,778,894,1672,53.5,46.5,884,40,27,207,151,363,1672,9,21.7,52.9,12.4,1.6,2.4,1358,220,8,0,1,35,32,16,2,1672,81.2,13.2,1.9,1,0.1,2.1,0.5,0,0.1,1532,56,84,1672,91.6,5,3.3,1458,214,1672,87.2,12.8,588,911,147,26,1672,54.5,35.2,8.8,1.6,933,50,689,1672,55.8,41.2,3,,,,,,,,
2019,48439,33103.2,966.2,14917,45.2,64924.1,13710,1207,14917,91.9,8.1,7108,7809,14917,52.3,47.7,8072,306,234,1777,851,3677,14917,5.7,24.6,54.1,11.9,1.6,2.1,11074,1868,73,109,9,718,767,270,29,14917,74.2,12.5,5.1,1.8,0.1,4.8,0.5,0.7,0.2,12369,1230,1318,14917,82.9,8.8,8.2,11324,3593,14917,75.9,24.1,5210,7998,1510,199,14917,53.6,34.9,10.1,1.3,9515,383,5019,14917,63.8,33.6,2.6,,,,,,,,
2019,48441,24861.1,678.4,1294,45.1,50132.9,1157,137,1294,89.4,10.6,604,690,1294,53.3,46.7,656,25,20,142,118,333,1294,9.1,25.7,50.7,11,1.5,1.9,1122,82,2,0,0,23,49,16,0,1294,86.7,6.3,3.8,1.2,0,1.8,0.2,0,0,1213,46,35,1294,93.7,2.7,3.6,1098,196,1294,84.9,15.1,513,659,108,14,1294,50.9,39.6,8.3,1.1,798,16,480,1294,61.7,37.1,1.2,,,,,,,,
2019,48451,26679.6,724.2,908,46.1,53378.6,840,68,908,92.5,7.5,438,470,908,51.8,48.2,474,18,17,132,66,201,908,7.3,22.1,52.2,14.5,1.9,2,819,21,2,2,0,12,37,15,0,908,90.2,2.3,4.1,1.7,0,1.3,0.2,0.2,0,840,25,43,908,92.5,4.7,2.8,700,208,908,77.1,22.9,370,443,86,9,908,48.8,40.7,9.5,1,519,15,374,908,57.2,41.2,1.7,,,,,,,,
2019,48453,41603.3,1217.2,9019,43.3,72236.9,8567,452,9019,95,5,4537,4482,9019,49.7,50.3,4396,197,117,911,333,3065,9019,3.7,34,48.7,10.1,1.3,2.2,7079,578,43,138,21,479,417,230,34,9019,78.5,6.4,4.6,2.6,0.2,5.3,0.5,1.5,0.4,7481,692,846,9019,82.9,9.4,7.7,6857,2162,9019,76,24,2011,5163,1595,250,9019,57.2,22.3,17.7,2.8,6196,196,2627,9019,68.7,29.1,2.2,,,,,,,,
2019,48479,18271.2,722.3,1943,43.4,48601.1,1503,440,1943,77.4,22.6,905,1038,1943,53.4,46.6,878,80,49,187,133,616,1943,6.8,31.7,45.2,9.6,2.5,4.1,1833,12,6,0,0,5,67,18,2,1943,94.3,0.6,3.4,0.9,0,0.3,0.3,0,0.1,1268,237,438,1943,65.3,22.5,12.2,178,1765,1943,9.2,90.8,1058,785,93,7,1943,40.4,54.5,4.8,0.4,1116,71,756,1943,57.4,38.9,3.7,,,,,,,,
2019,48485,23040.4,675.4,1238,46,46098.1,1136,102,1238,91.8,8.2,617,621,1238,50.2,49.8,597,55,22,158,96,310,1238,7.8,25,48.2,12.8,1.8,4.4,1037,97,12,4,5,20,35,26,2,1238,83.8,7.8,2.8,2.1,0.4,1.6,1,0.3,0.2,1162,37,39,1238,93.9,3.2,3,1069,169,1238,86.3,13.7,554,579,96,9,1238,46.8,44.7,7.8,0.7,728,27,483,1238,58.8,39,2.2,,,,,,,,
2019,48491,37679.5,1066.3,4253,45.9,72806.7,4074,179,4253,95.8,4.2,2042,2211,4253,52,48,2718,69,40,434,201,791,4253,4.7,18.6,63.9,10.2,0.9,1.6,3526,188,11,41,5,299,90,80,13,4253,82.9,4.4,2.1,1.9,0.1,7,0.3,1,0.3,3613,338,302,4253,85,7.1,7.9,3425,828,4253,80.5,19.5,1035,2575,571,72,4253,60.5,24.3,13.4,1.7,2799,107,1347,4253,65.8,31.7,2.5,,,,,,,,
2019,49000,26353,791,5635,45.1,59400.5,5306,329,5635,94.2,5.8,2769,2866,5635,50.9,49.1,3614,120,58,469,297,1077,5635,5.3,19.1,64.1,8.3,1,2.1,5232,12,181,19,7,44,66,71,3,5635,92.8,0.2,1.2,1.3,0.1,0.8,3.2,0.3,0.1,5391,108,136,5635,95.7,2.4,1.9,5173,462,5635,91.8,8.2,1997,3160,411,67,5635,56.1,35.4,7.3,1.2,3424,93,2118,5635,60.8,37.6,1.7,,,,,,,,
2019,49011,33040.4,959.9,2184,44.1,72858.8,2099,85,2184,96.1,3.9,1064,1120,2184,51.3,48.7,1434,23,19,186,88,434,2184,4,19.9,65.7,8.5,0.9,1.1,2034,13,18,3,8,34,24,47,3,2184,93.1,0.6,1.1,2.2,0.4,1.6,0.8,0.1,0.1,2076,67,41,2184,95.1,1.9,3.1,1999,185,2184,91.5,8.5,561,1374,230,19,2184,62.9,25.7,10.5,0.9,1465,28,691,2184,67.1,31.6,1.3,,,,,,,,
2019,49035,32456.4,1012.8,7431,44.2,67184.6,7100,331,7431,95.5,4.5,3725,3706,7431,49.9,50.1,4088,225,97,701,308,2012,7431,4.1,27.1,55,9.4,1.3,3,6377,90,48,57,22,308,346,162,21,7431,85.8,1.2,4.7,2.2,0.3,4.1,0.6,0.8,0.3,6465,438,528,7431,87,7.1,5.9,6165,1266,7431,83,17,2256,4217,815,143,7431,56.7,30.4,11,1.9,5061,123,2247,7431,68.1,30.2,1.7,,,,,,,,
2019,49049,28216.5,999.9,5153,40.1,64063.3,4939,214,5153,95.8,4.2,2516,2637,5153,51.2,48.8,3218,102,41,308,173,1311,5153,3.4,25.4,62.4,6,0.8,2,4756,29,25,22,12,80,90,113,26,5153,92.3,0.6,1.7,2.2,0.2,1.6,0.5,0.4,0.5,4735,203,215,5153,91.9,4.2,3.9,4446,707,5153,86.3,13.7,1135,3473,477,68,5153,67.4,22,9.3,1.3,3454,119,1580,5153,67,30.7,2.3,,,,,,,,
2019,49053,27037.7,807.7,980,50.3,58226.6,926,54,980,94.5,5.5,461,519,980,53,47,616,26,11,89,64,174,980,6.5,17.8,62.9,9.1,1.1,2.7,923,7,17,0,0,8,16,9,0,980,94.2,0.7,1.6,0.9,0,0.8,1.7,0,0,930,29,21,980,94.9,2.1,3,903,77,980,92.1,7.9,308,569,88,15,980,58.1,31.4,9,1.5,509,20,451,980,51.9,46,2,,,,,,,,
2019,49057,27705.1,852.9,1745,44.6,61364.6,1618,127,1745,92.7,7.3,859,886,1745,50.8,49.2,1044,34,20,181,92,374,1745,5.3,21.4,59.8,10.4,1.1,1.9,1614,13,14,7,5,18,36,32,6,1745,92.5,0.7,2.1,1.8,0.3,1,0.8,0.4,0.3,1636,65,44,1745,93.8,2.5,3.7,1565,180,1745,89.7,10.3,636,961,125,23,1745,55.1,36.4,7.2,1.3,1149,29,567,1745,65.8,32.5,1.7,,,,,,,,
2019,50000,28736.9,732.9,5492,49.3,57418.3,5045,447,5492,91.9,8.1,2691,2801,5492,51,49,2948,101,75,703,345,1320,5492,6.3,24,53.7,12.8,1.4,1.8,5288,51,14,19,8,25,12,70,5,5492,96.3,0.9,0.2,1.3,0.1,0.5,0.3,0.3,0.1,5296,127,69,5492,96.4,1.3,2.3,5234,258,5492,95.3,4.7,1979,2719,710,84,5492,49.5,36,12.9,1.5,3311,99,2082,5492,60.3,37.9,1.8,,,,,,,,
2019,51000,33746.3,1091,48212,48.2,69228.1,44910,3302,48212,93.2,6.8,23459,24753,48212,51.3,48.7,25885,1095,923,4944,3290,12075,48212,6.8,25,53.7,10.3,1.9,2.3,36729,6659,140,531,76,2370,698,922,87,48212,76.2,13.8,1.4,1.9,0.2,4.9,0.3,1.1,0.2,42381,3648,2183,48212,87.9,4.5,7.6,41722,6490,48212,86.5,13.5,17072,23414,6788,938,48212,48.6,35.4,14.1,1.9,28454,1018,18740,48212,59,38.9,2.1,,,,,,,,
2019,51013,61381,1824.9,1891,43.3,97957.5,1868,23,1891,98.8,1.2,934,957,1891,50.6,49.4,873,42,19,149,50,758,1891,2.6,40.1,46.2,7.9,1,2.2,1436,150,5,37,7,142,50,59,5,1891,75.9,7.9,2.6,3.1,0.4,7.5,0.3,2,0.3,1495,244,152,1891,79.1,8,12.9,1455,436,1891,76.9,23.1,210,940,647,94,1891,49.7,11.1,34.2,5,1450,31,410,1891,76.7,21.7,1.6,,,,,,,,
2019,51041,33873.9,906.2,2488,47.8,69472,2343,145,2488,94.2,5.8,1177,1311,2488,52.7,47.3,1438,40,39,247,166,558,2488,6.7,22.4,57.8,9.9,1.6,1.6,1781,467,7,7,1,98,85,37,5,2488,71.6,18.8,3.4,1.5,0,3.9,0.3,0.3,0.2,2222,158,108,2488,89.3,4.3,6.4,2174,314,2488,87.4,12.6,754,1337,349,48,2488,53.7,30.3,14,1.9,1637,57,794,2488,65.8,31.9,2.3,,,,,,,,
2019,51087,38027,928.1,2196,48.3,69098.8,2074,122,2196,94.4,5.6,984,1212,2196,55.2,44.8,1152,42,46,278,145,533,2196,6.6,24.3,52.5,12.7,2.1,1.9,1465,494,5,28,3,136,17,44,4,2196,66.7,22.5,0.8,2,0.1,6.2,0.2,1.3,0.2,1910,143,143,2196,87,6.5,6.5,1912,284,2196,87.1,12.9,639,1152,363,42,2196,52.5,29.1,16.5,1.9,1432,39,725,2196,65.2,33,1.8,,,,,,,,
2019,51107,57338.3,1673,2864,45.9,119607.2,2793,71,2864,97.5,2.5,1393,1471,2864,51.4,48.6,1920,44,37,220,132,511,2864,4.6,17.8,67,7.7,1.3,1.5,2000,184,20,40,5,456,61,84,14,2864,69.8,6.4,2.1,2.9,0.2,15.9,0.7,1.4,0.5,2049,548,267,2864,71.5,9.3,19.1,2017,847,2864,70.4,29.6,479,1647,685,53,2864,57.5,16.7,23.9,1.9,2107,45,712,2864,73.6,24.9,1.6,,,,,,,,
2019,51510,65061.9,1769.9,1284,45,89498,1237,47,1284,96.3,3.7,606,678,1284,52.8,47.2,628,27,16,137,49,427,1284,3.8,33.3,48.9,10.7,1.2,2.1,959,176,1,23,7,60,18,36,4,1284,74.7,13.7,1.4,2.8,0.5,4.7,0.1,1.8,0.3,1044,122,118,1284,81.3,9.2,9.5,1024,260,1284,79.8,20.2,166,601,456,61,1284,46.8,12.9,35.5,4.8,986,24,274,1284,76.8,21.3,1.9,,,,,,,,
2019,51550,32272.8,1022.6,1519,47.1,68732.3,1434,85,1519,94.4,5.6,747,772,1519,50.8,49.2,858,39,23,159,95,345,1519,6.3,22.7,56.5,10.5,1.5,2.6,1088,323,2,3,3,54,22,24,0,1519,71.6,21.3,1.4,1.6,0.2,3.6,0.1,0.2,0,1405,72,42,1519,92.5,2.8,4.7,1372,147,1519,90.3,9.7,528,802,175,14,1519,52.8,34.8,11.5,0.9,926,37,556,1519,61,36.6,2.4,,,,,,,,
2019,51650,25578.2,730.9,974,46.4,51211.7,899,75,974,92.3,7.7,447,527,974,54.1,45.9,430,23,26,129,65,301,974,6.7,30.9,44.1,13.2,2.7,2.4,485,430,0,0,4,20,10,23,2,974,49.8,44.1,1,2.4,0.4,2.1,0,0,0.2,924,36,14,974,94.9,1.4,3.7,919,55,974,94.4,5.6,359,522,80,13,974,53.6,36.9,8.2,1.3,586,24,364,974,60.2,37.4,2.5,,,,,,,,
2019,51700,25509.2,743.7,1264,45,47594.5,1145,119,1264,90.6,9.4,610,654,1264,51.7,48.3,512,33,42,149,98,430,1264,7.8,34,40.5,11.8,3.3,2.6,733,417,6,9,2,37,20,37,3,1264,58,33,1.6,2.9,0.2,2.9,0.5,0.7,0.2,1145,75,44,1264,90.6,3.5,5.9,1130,134,1264,89.4,10.6,492,644,114,14,1264,50.9,38.9,9,1.1,752,45,467,1264,59.5,36.9,3.6,,,,,,,,
2019,51760,33029.2,978.4,1913,43.9,51397.8,1752,161,1913,91.6,8.4,875,1038,1913,54.3,45.7,660,47,31,178,73,924,1913,3.8,48.3,34.5,9.3,1.6,2.5,1141,575,4,19,0,49,58,54,13,1913,59.6,30.1,3,2.8,0,2.6,0.2,1,0.7,1737,67,109,1913,90.8,5.7,3.5,1708,205,1913,89.3,10.7,530,1024,318,41,1913,53.5,27.7,16.6,2.1,1251,52,610,1913,65.4,31.9,2.7,,,,,,,,
2019,51810,34681.1,1072.2,3439,46.5,66900.4,3260,179,3439,94.8,5.2,1664,1775,3439,51.6,48.4,1942,77,52,389,187,792,3439,5.4,23,56.5,11.3,1.5,2.2,2613,420,6,35,6,207,43,99,10,3439,76,12.2,1.3,2.9,0.2,6,0.2,1,0.3,3086,237,116,3439,89.7,3.4,6.9,3033,406,3439,88.2,11.8,978,1939,484,38,3439,56.4,28.4,14.1,1.1,2281,79,1079,3439,66.3,31.4,2.3,,,,,,,,
2019,53000,27952.8,881.5,15746,49.6,53601.2,13768,1978,15746,87.4,12.6,7763,7983,15746,50.7,49.3,8510,407,233,2129,1078,3389,15746,6.8,21.5,54,13.5,1.5,2.6,13774,140,451,53,26,242,553,461,46,15746,87.5,0.9,3.5,2.9,0.2,1.5,2.9,0.3,0.3,14502,570,674,15746,92.1,4.3,3.6,14217,1529,15746,90.3,9.7,5734,8390,1409,213,15746,53.3,36.4,8.9,1.4,7972,399,7375,15746,50.6,46.8,2.5,,,,,,,,
2019,53011,32642.1,1049,4028,48,65834,3635,393,4028,90.2,9.8,1951,2077,4028,51.6,48.4,2286,73,49,511,229,880,4028,5.7,21.8,56.8,12.7,1.2,1.8,3542,75,23,30,16,158,58,110,16,4028,87.9,1.9,1.4,2.7,0.4,3.9,0.6,0.7,0.4,3595,270,163,4028,89.3,4,6.7,3536,492,4028,87.8,12.2,1359,2245,371,53,4028,55.7,33.7,9.2,1.3,2386,103,1539,4028,59.2,38.2,2.6,,,,,,,,
2019,53033,47689.1,1550.7,16706,45.7,89610.1,15557,1149,16706,93.1,6.9,8201,8505,16706,50.9,49.1,8836,344,194,1782,766,4784,16706,4.6,28.6,52.9,10.7,1.2,2.1,11593,672,100,1006,178,2003,422,631,101,16706,69.4,4,2.5,3.8,1.1,12,0.6,6,0.6,12392,2297,2017,16706,74.2,12.1,13.7,12424,4282,16706,74.4,25.6,3641,9549,3051,465,16706,57.2,21.8,18.3,2.8,11072,397,5237,16706,66.3,31.3,2.4,,,,,,,,
2019,53035,31960,1029.7,2579,48.1,65768.2,2347,232,2579,91,9,1298,1281,2579,49.7,50.3,1389,36,32,359,134,629,2579,5.2,24.4,53.9,13.9,1.2,1.4,2147,56,77,15,12,118,29,116,9,2579,83.2,2.2,1.1,4.5,0.5,4.6,3,0.6,0.3,2396,130,53,2579,92.9,2.1,5,2389,190,2579,92.6,7.4,765,1550,241,23,2579,60.1,29.7,9.3,0.9,1555,53,971,2579,60.3,37.7,2.1,,,,,,,,
2019,53053,32406.1,1099.9,7054,46.4,65307.5,6350,704,7054,90,10,3408,3646,7054,51.7,48.3,3700,174,98,937,392,1753,7054,5.6,24.9,52.5,13.3,1.4,2.5,5608,322,74,34,36,477,145,294,64,7054,79.5,4.6,2.1,4.2,0.5,6.8,1,0.5,0.9,6309,457,288,7054,89.4,4.1,6.5,6169,885,7054,87.5,12.5,2543,3843,612,56,7054,54.5,36.1,8.7,0.8,4305,185,2564,7054,61,36.3,2.6,,,,,,,,
2019,53061,35435.9,1280.2,6309,46.9,72321.1,5760,549,6309,91.3,8.7,3124,3185,6309,50.5,49.5,3520,136,69,783,336,1465,6309,5.3,23.2,55.8,12.4,1.1,2.2,5008,140,78,126,58,522,120,226,31,6309,79.4,2.2,1.9,3.6,0.9,8.3,1.2,2,0.5,5245,619,445,6309,83.1,7.1,9.8,5192,1117,6309,82.3,17.7,1941,3648,634,86,6309,57.8,30.8,10,1.4,3998,142,2169,6309,63.4,34.4,2.3,,,,,,,,
2019,53063,26356.7,818.3,4314,47.4,53038.6,3718,596,4314,86.2,13.8,2102,2212,4314,51.3,48.7,2068,97,48,610,280,1211,4314,6.5,28.1,47.9,14.1,1.1,2.2,3849,75,51,13,14,100,48,147,17,4314,89.2,1.7,1.1,3.4,0.3,2.3,1.2,0.3,0.4,4070,166,78,4314,94.3,1.8,3.8,4006,308,4314,92.9,7.1,1354,2511,401,48,4314,58.2,31.4,9.3,1.1,2411,146,1757,4314,55.9,40.7,3.4,,,,,,,,
2019,53067,31452.3,963.2,2113,48.6,60076,1860,253,2113,88,12,1041,1072,2113,50.7,49.3,1122,39,34,299,126,493,2113,6,23.3,53.1,14.2,1.6,1.8,1819,49,36,12,9,85,22,68,13,2113,86.1,2.3,1,3.2,0.4,4,1.7,0.6,0.6,1933,102,78,2113,91.5,3.7,4.8,1926,187,2113,91.2,8.8,640,1180,264,29,2113,55.8,30.3,12.5,1.4,1230,67,816,2113,58.2,38.6,3.2,,,,,,,,
2019,53073,27539,1011,1639,46.9,56197.3,1473,166,1639,89.9,10.1,786,853,1639,52,48,800,35,26,198,90,490,1639,5.5,29.9,48.8,12.1,1.6,2.1,1387,12,65,27,5,40,31,57,15,1639,84.6,0.7,1.9,3.5,0.3,2.4,4,1.6,0.9,1460,102,77,1639,89.1,4.7,6.2,1494,145,1639,91.2,8.8,492,951,164,32,1639,58,30,10,2,905,60,674,1639,55.2,41.1,3.7,,,,,,,,
2019,53077,21449.1,687.3,1753,46.5,46629.3,1411,342,1753,80.5,19.5,869,884,1753,50.4,49.6,894,51,39,188,120,461,1753,6.8,26.3,51,10.7,2.2,2.9,1340,12,91,6,2,16,228,55,3,1753,76.4,0.7,13,3.1,0.1,0.9,5.2,0.3,0.2,1355,136,262,1753,77.3,14.9,7.8,1124,629,1753,64.1,35.9,947,710,89,7,1753,40.5,54,5.1,0.4,1014,71,668,1753,57.8,38.1,4.1,,,,,,,,
2019,54000,22624,534.2,14924,50.1,45993.9,12669,2255,14924,84.9,15.1,7203,7721,14924,51.7,48.3,7846,288,196,1920,1409,3265,14924,9.4,21.9,52.6,12.9,1.3,1.9,14093,502,22,25,5,88,35,140,14,14924,94.4,3.4,0.2,0.9,0,0.6,0.1,0.2,0.1,14673,149,102,14924,98.3,0.7,1,14581,343,14924,97.7,2.3,7756,5886,1123,159,14924,39.4,52,7.5,1.1,7224,390,7310,14924,48.4,49,2.6,,,,,,,,
2019,55000,26780.8,640.8,28066,50.6,54589.6,26263,1803,28066,93.6,6.4,14181,13885,28066,49.5,50.5,16888,452,191,3178,1893,5464,28066,6.7,19.5,60.2,11.3,0.7,1.6,27098,193,267,30,7,171,77,211,12,28066,96.6,0.7,0.3,0.8,0,0.6,1,0.1,0,27547,304,215,28066,98.2,0.8,1.1,27102,964,28066,96.6,3.4,12643,13547,1682,194,28066,48.3,45,6,0.7,16579,415,11072,28066,59.1,39.4,1.5,,,,,,,,
2019,55009,27731.9,683.8,1375,47.3,58706.8,1281,94,1375,93.2,6.8,666,709,1375,51.6,48.4,710,18,4,148,65,430,1375,4.7,31.3,51.6,10.8,0.3,1.3,1248,41,24,4,0,22,12,20,4,1375,90.8,3,0.9,1.5,0,1.6,1.7,0.3,0.3,1309,32,34,1375,95.2,2.5,2.3,1298,77,1375,94.4,5.6,529,734,104,8,1375,53.4,38.5,7.6,0.6,868,23,484,1375,63.1,35.2,1.7,,,,,,,,
2019,55025,35643.3,932.6,3081,44.8,66514.4,2942,139,3081,95.5,4.5,1515,1566,3081,50.8,49.2,1604,41,21,275,132,1008,3081,4.3,32.7,52.1,8.9,0.7,1.3,2757,100,6,41,2,105,18,46,6,3081,89.5,3.2,0.6,1.5,0.1,3.4,0.2,1.3,0.2,2882,98,101,3081,93.5,3.3,3.2,2852,229,3081,92.6,7.4,757,1778,440,106,3081,57.7,24.6,14.3,3.4,2102,45,934,3081,68.2,30.3,1.5,,,,,,,,
2019,55059,27855.7,756.3,779,46.7,59608.9,702,77,779,90.1,9.9,379,400,779,51.3,48.7,368,18,9,89,49,246,779,6.3,31.6,47.2,11.4,1.2,2.3,693,46,1,1,0,17,4,17,0,779,89,5.9,0.5,2.2,0,2.2,0.1,0.1,0,732,19,28,779,94,3.6,2.4,713,66,779,91.5,8.5,286,427,60,6,779,54.8,36.7,7.7,0.8,466,25,288,779,59.8,37,3.2,,,,,,,,
2019,55063,28834.6,707.8,732,46,52151.5,701,31,732,95.8,4.2,357,375,732,51.2,48.8,370,12,6,87,35,222,732,4.8,30.3,50.5,11.9,0.8,1.6,697,9,1,3,1,14,1,6,0,732,95.2,1.2,0.1,0.8,0.1,1.9,0.1,0.4,0,710,12,10,732,97,1.4,1.6,711,21,732,97.1,2.9,240,406,74,12,732,55.5,32.8,10.1,1.6,440,16,276,732,60.1,37.7,2.2,,,,,,,,
2019,55073,27050.7,580.4,1316,50,53804.6,1250,66,1316,95,5,683,633,1316,48.1,51.9,808,18,11,126,79,274,1316,6,20.8,61.4,9.6,0.8,1.4,1267,4,2,1,0,27,4,11,0,1316,96.3,0.3,0.3,0.8,0,2.1,0.2,0.1,0,1280,16,20,1316,97.3,1.5,1.2,1256,60,1316,95.4,4.6,572,670,69,5,1316,50.9,43.5,5.2,0.4,900,12,404,1316,68.4,30.7,0.9,,,,,,,,
2019,55079,26962.4,723,4554,46.1,49733.6,3910,644,4554,85.9,14.1,2158,2396,4554,52.6,47.4,1816,85,59,481,304,1809,4554,6.7,39.7,39.9,10.6,1.3,1.9,3223,839,16,45,2,160,163,87,19,4554,70.8,18.4,3.6,1.9,0,3.5,0.4,1,0.4,4097,211,246,4554,90,5.4,4.6,3904,650,4554,85.7,14.3,1698,2318,480,58,4554,50.9,37.3,10.5,1.3,2752,95,1707,4554,60.4,37.5,2.1,,,,,,,,
2019,55087,30134.9,699.7,1137,47.9,56625.3,1103,34,1137,97,3,557,580,1137,51,49,696,20,7,114,61,239,1137,5.4,21,61.2,10,0.6,1.8,1064,13,9,5,0,26,7,13,0,1137,93.6,1.1,0.6,1.1,0,2.3,0.8,0.4,0,1101,26,10,1137,96.8,0.9,2.3,1095,42,1137,96.3,3.7,436,607,87,7,1137,53.4,38.3,7.7,0.6,762,16,359,1137,67,31.6,1.4,,,,,,,,
2019,55101,28616.4,755.9,974,49.3,58593.2,894,80,974,91.8,8.2,498,476,974,48.9,51.1,494,16,12,129,63,260,974,6.5,26.7,50.7,13.2,1.2,1.6,836,94,4,1,0,12,11,16,0,974,85.8,9.7,1.1,1.6,0,1.2,0.4,0.1,0,931,19,24,974,95.6,2.5,2,911,63,974,93.5,6.5,404,477,86,7,974,49,41.5,8.8,0.7,531,15,428,974,54.5,43.9,1.5,,,,,,,,
2019,55105,25771.7,651.8,1018,48.7,48461.2,892,126,1018,87.6,12.4,509,509,1018,50,50,548,18,5,122,77,248,1018,7.6,24.4,53.8,12,0.5,1.8,945,23,1,1,0,15,27,6,0,1018,92.8,2.3,2.7,0.6,0,1.5,0.1,0.1,0,966,28,24,1018,94.9,2.4,2.8,942,76,1018,92.5,7.5,463,487,54,14,1018,47.8,45.5,5.3,1.4,591,26,401,1018,58.1,39.4,2.6,,,,,,,,
2019,55117,28216.4,708.6,914,50.1,53950.6,861,53,914,94.2,5.8,458,456,914,49.9,50.1,538,12,6,113,72,173,914,7.9,18.9,58.9,12.4,0.7,1.3,838,23,3,1,1,22,11,15,0,914,91.7,2.5,1.2,1.6,0.1,2.4,0.3,0.1,0,872,25,17,914,95.4,1.9,2.7,846,68,914,92.6,7.4,364,469,72,9,914,51.3,39.8,7.9,1,552,11,351,914,60.4,38.4,1.2,,,,,,,,
2019,55127,30395,790.2,814,48.6,54875.9,786,28,814,96.6,3.4,419,395,814,48.5,51.5,452,24,6,73,53,206,814,6.5,25.3,55.5,9,0.7,2.9,783,5,1,5,0,2,12,6,0,814,96.2,0.6,1.5,0.7,0,0.2,0.1,0.6,0,768,22,24,814,94.3,2.9,2.7,757,57,814,93,7,307,419,81,7,814,51.5,37.7,10,0.9,504,16,294,814,61.9,36.1,2,,,,,,,,
2019,55133,39520.3,908.8,2254,50.5,82307.9,2168,86,2254,96.2,3.8,1079,1175,2254,52.1,47.9,1420,37,8,223,143,423,2254,6.3,18.8,63,9.9,0.4,1.6,2104,29,7,11,0,54,20,29,0,2254,93.3,1.3,0.9,1.3,0,2.4,0.3,0.5,0,2130,71,53,2254,94.5,2.4,3.1,2118,136,2254,94,6,604,1319,299,32,2254,58.5,26.8,13.3,1.4,1457,30,767,2254,64.6,34,1.3,,,,,,,,
2019,55139,27192.6,648.1,1100,47.3,51500.5,1049,51,1100,95.4,4.6,569,531,1100,48.3,51.7,582,9,5,138,72,294,1100,6.5,26.7,52.9,12.5,0.5,0.8,1044,25,4,2,0,7,3,14,1,1100,94.9,2.3,0.3,1.3,0,0.6,0.4,0.2,0.1,1070,17,13,1100,97.3,1.2,1.5,1053,47,1100,95.7,4.3,449,570,68,13,1100,51.8,40.8,6.2,1.2,656,9,435,1100,59.6,39.5,0.8,,,,,,,,
